geoid,name,land_area,total,airport,cement,cmv,commercial,elec_prod,industrial,nonroad,onroad,rail,residential
34813,"Green Bay, WI",271601062,1392873,39,0,0,74700,322537,623495,35211,252993,1122,82772
34826,"Greenbrier, AR",13265859,2754,0,0,0,157,0,0,132,2326,0,137
34840,"Greencastle, IN",11800011,19373,0,0,0,2188,0,214,690,14502,405,1373
34894,"Greeneville, TN",68096359,51963,5792,0,0,2982,0,9211,2538,30052,556,830
34921,"Greenfield, CA",7105161,40527,0,0,0,244,0,30498,508,8116,0,1158
34975,"Greenfield, MA",36601791,654652,2335,0,0,4056,0,547827,2457,78686,64,19225
35002,"Greenfield, OH",4283524,6977,0,0,0,558,0,820,360,4443,7,786
35029,"Green Forest, AR",4501974,1762,0,0,0,80,0,0,111,1452,0,118
35083,"Green River, WY",12120132,23239,0,0,0,2070,0,0,1002,16229,1666,2269
35137,"Greensboro, GA",5819394,5760,0,0,0,179,0,77,224,5073,51,155
35164,"Greensboro, NC",479873184,775614,37176,0,0,49940,22,110135,63407,443512,4776,66642
35191,"Greensburg, IN",15927528,29110,0,0,0,2284,0,3704,2317,18114,60,2629
35218,"Greentown, IN",5938716,4277,0,0,0,265,0,59,173,3075,112,590
35272,"Greenville, AL",10509696,24725,0,0,0,524,0,3100,285,20242,195,377
35299,"Greenville, IL",8804082,24290,0,0,0,952,0,3984,549,15746,994,2062
35326,"Greenville, MI",15974648,19507,0,0,0,1372,0,3873,1523,9524,34,3179
35353,"Greenville, MS",57850026,70715,46,0,0,6112,0,31097,2577,22855,5,8021
35380,"Greenville, NC",168569326,197886,13655,0,23,20763,48,7168,11270,131565,206,13185
35407,"Greenville, OH",13139682,30173,0,0,0,2409,10,6046,931,16828,8,3937
35434,"Greenville, PA",18532065,16052,12,0,0,1993,0,844,742,7988,48,4422
35461,"Greenville, SC",828930177,907576,47292,0,0,69587,504,94434,66768,566995,7006,54987
35488,"Greenville, TX",31259464,77760,7,0,0,2538,0,6969,1330,64958,100,1855
35515,"Greenwich, NY",4537678,2911,0,0,0,96,0,8,136,2447,13,208
35542,"Greenwood, AR",16429145,7435,0,0,0,438,0,0,379,6232,0,385
35569,"Greenwood, MS",36781324,32146,23,0,0,2820,3810,1672,1508,17485,185,4641
35596,"Greenwood, SC",90804261,73888,0,0,0,4402,0,5841,4492,51814,1295,6041
35623,"Grenada, MS",23382519,26761,0,0,0,1717,0,0,632,22683,9,1718
35677,"Gridley, CA",11683258,5554,0,0,0,370,0,448,687,2814,313,919
35690,"Grifton, NC",14896884,4979,0,0,0,121,0,70,153,4388,36,209
35704,"Grinnell, IA",10380972,12866,0,0,0,2330,0,924,321,7982,18,1288
35716,"Grissom AFB, IN",11263285,5421,0,0,0,148,0,3,186,4219,30,831
35731,"Groesbeck, TX",4829328,2484,0,0,0,317,0,76,561,1274,39,214
35758,"Grottoes, VA",7359491,3247,0,0,0,54,0,231,94,2562,110,194
35785,"Grove, OK",22050045,14152,14,0,0,950,0,1614,515,10601,0,455
35812,"Grove City, PA",23013832,23577,12,0,0,2567,2949,6578,735,6600,54,4078
35839,"Guadalupe, CA",2744249,2654,0,0,0,480,0,3,143,1365,209,450
35866,"Guayama, PR",105572096,0,0,0,0,0,0,0,0,0,0,0
35893,"Guerneville, CA",11816368,3898,0,0,0,202,0,12,66,3045,0,569
35920,"Gulfport, MS",426180562,595721,23073,0,33634,40133,0,961,31372,439318,2566,24662
35974,"Gun Barrel City, TX",37622411,22633,14,0,0,527,0,1317,1421,18344,0,1008
35987,"Gun Lake, MI",7384958,3266,0,0,0,44,0,9,258,2503,0,450
36001,"Gunnison, CO",8347979,7718,12,0,0,337,0,0,475,5782,0,1111
36028,"Gunnison, UT",6065486,1704,0,0,0,152,0,156,54,1207,0,132
36055,"Gustine, CA",3011702,3840,0,0,0,539,0,361,265,1815,0,859
36082,"Guthrie, OK",13766484,25188,27,0,0,1072,0,1682,260,20679,89,1376
36109,"Guymon, OK",12582370,37470,0,0,0,2312,0,21582,659,10316,242,2356
36136,"Gypsum, CO",9045020,42514,4980,0,0,4,4898,29136,1472,1989,3,28
36190,"Hagerstown, MD--WV--PA",345198349,481423,19534,93432,0,49426,0,32159,19681,233605,2557,31025
36217,"Hailey, ID",15065333,18129,5367,0,0,1415,0,199,2235,8162,0,748
36231,"Haleiwa--Waialua--Pupukea, HI",14598412,1941,0,0,0,671,0,396,619,159,0,94
36244,"Haleyville, AL",10733289,11024,0,0,0,388,0,1777,269,8231,89,267
36271,"Half Moon Bay, CA",19175210,28277,8400,0,0,773,0,1081,351,15595,0,2073
36298,"Halls, TN",5518548,1414,0,0,0,25,0,72,76,922,210,107
36325,"Hallsville, TX",6534031,3005,0,0,0,23,0,15,214,2515,187,48
36352,"Hamburg, AR",7265473,1525,0,0,0,77,0,0,39,1366,0,41
36396,"Hamilton, AL",10798004,11045,0,0,0,129,0,1942,162,8603,0,207
36406,"Hamilton, MT",10825980,16706,15,0,0,2288,0,2185,370,9981,5,1857
36433,"Hamilton, NY",4784555,1845,0,0,0,614,0,3,88,743,0,395
36460,"Hamilton, TX",5857023,2536,0,0,0,223,0,42,126,1919,0,226
36514,"Hammond, LA",198503551,167681,22,0,0,8075,0,50816,4595,99708,1015,3446
36541,"Hammonton, NJ",23139608,13200,11,0,0,3307,0,291,761,5127,85,3615
36568,"Hampshire, IL",5721007,4423,0,0,0,355,0,1534,527,1299,29,677
36585,"Hampstead, NC",39831043,4423,0,0,3,350,0,245,850,2492,0,481
36622,"Hampton, IA",5215351,11825,0,0,0,196,0,113,87,11120,35,270
36649,"Hampton, SC",14561504,14597,27,0,0,70,0,5406,93,8857,65,77
36676,"Hanceville, AL",6002284,4783,0,0,0,99,0,490,152,3981,11,48
36703,"Hanford, CA",71903046,203603,4835,0,0,10006,0,5259,4145,165490,1088,12777
36730,"Hannibal, MO",27344850,26717,0,0,0,3027,0,1738,1418,15152,562,4816
36784,"Hanover, PA",93944602,99410,37,0,0,11000,0,15895,7580,42589,101,22206
36798,"Hardeeville, SC",7548812,6001,0,0,0,50,0,31,38,5782,84,14
36811,"Hardin, MT",3390068,6666,0,0,0,420,0,0,88,5064,379,712
36823,"Hardyston Township West, NJ",4735264,1213,0,0,0,95,0,25,89,757,0,246
36838,"Harlan, IA",5439294,7480,20,0,0,1233,0,535,305,4329,0,1056
36865,"Harlan, KY",12801444,6927,14,0,0,149,0,2019,86,3848,691,115
36878,"Harlem, GA",8896026,3525,0,0,0,47,0,6,177,3107,27,158
36892,"Harlingen, TX",214302179,203410,8790,0,0,19530,2242,6473,13265,146242,617,6247
36919,"Harrah, OK",13910342,7322,0,0,0,221,0,252,556,5817,5,468
36946,"Harriman--Kingston--Rockwood, TN",74049448,1244465,0,0,31,1197,1183898,1556,1613,52209,1185,2773
36973,"Harrington, DE",7470341,5604,0,0,0,322,0,345,151,4461,22,301
37000,"Harrisburg, IL",15958173,19102,0,0,0,2014,0,721,933,11921,0,3511
37054,"Harrisburg, OR",3794800,2268,0,0,0,49,0,150,65,1900,32,69
37081,"Harrisburg, PA",672212666,1005892,24425,0,0,116840,35750,87166,51164,535108,8348,147087
37091,"Harrisburg, SD",3637258,1604,0,0,0,18,0,8,150,1360,8,57
37108,"Harrison, AR",29114738,24127,1833,0,0,4865,0,0,1441,14373,0,1613
37135,"Harrison, MI",8326141,3233,0,0,0,248,0,41,132,2164,0,647
37145,"Harrison, OH--IN",23168664,43992,3964,0,0,3554,0,4872,1922,25760,31,3886
37162,"Harrisonburg, VA",84219746,108176,12,0,0,13807,223,9148,5979,66230,18,12757
37189,"Harrisonville, MO",14419005,28781,0,0,0,1325,0,207,1170,23761,20,2295
37216,"Harrodsburg, KY",13584331,11599,14,0,0,979,0,959,459,8337,244,604
37232,"Hart, MI",5125891,3897,0,0,0,332,0,349,176,2555,0,483
37243,"Hartford, CT",1336877790,2201013,24062,0,938,341996,164922,62861,99275,967247,4064,535644
37324,"Hartford City, IN",11234239,13898,12,0,0,660,0,3356,812,6571,403,2081
37378,"Hartshorne, OK",4885504,3754,0,0,0,248,0,446,62,2692,8,295
37405,"Hartsville, SC",32351491,92577,0,0,0,1663,8195,58654,2137,21152,34,737
37432,"Hartwell, GA",15049999,6789,0,0,0,472,0,584,492,4715,2,521
37459,"Harvard, IL",11359128,9212,28,0,0,919,0,1232,1280,3012,320,2417
37486,"Haskell, TX",5087294,1681,0,0,0,146,0,7,134,1116,0,276
37513,"Hastings, MI",12104656,11960,0,0,0,788,0,2153,752,6421,0,1845
37540,"Hastings, MN",24199650,36736,0,0,48,5126,0,4272,2005,19088,149,6044
37567,"Hastings, NE",22519657,28120,18,0,0,5444,117,209,1903,11794,1899,6731
37594,"Hattiesburg, MS",178547257,173304,46,0,0,18512,0,7605,5881,132327,611,8319
37621,"Havana, FL",5701986,4590,0,0,0,24,0,10,61,4441,14,37
37648,"Havana, IL",5830996,620527,14,0,15,368,606128,77,301,12176,71,1371
37675,"Havelock, NC",34835548,166883,16,0,0,149382,1,544,769,15312,35,820
37702,"Havre, MT",10957901,11168,0,0,0,1689,0,0,171,5573,288,3446
37716,"Hawaiian Paradise Park, HI",83615138,1695,0,0,0,72,0,58,1415,32,0,117
37729,"Hawkinsville, GA",8258109,4230,0,0,0,451,0,215,170,2819,0,573
37756,"Hawthorne, NV",3107938,7835,0,0,0,56,0,0,6,7465,0,307
37783,"Hays, KS",26396387,30862,3113,0,0,4316,0,932,1854,13446,890,6307
37810,"Hayti, MO",4228942,12392,0,0,0,555,0,100,179,10837,110,608
37823,"Hayward, WI",7140430,6340,0,0,0,195,0,2133,158,3651,0,200
37837,"Hazard, KY",17847265,8685,0,0,0,367,0,0,302,6877,667,469
37864,"Hazel Green, AL",9827353,6830,0,0,0,167,0,1665,155,4720,0,121
37891,"Hazlehurst, GA",10434143,5922,0,0,0,495,0,801,431,3940,21,230
37918,"Hazlehurst, MS",10778768,6994,0,0,0,376,0,0,270,5791,91,464
37945,"Hazleton, PA",80886640,84982,3263,0,0,8912,0,8874,3815,39694,17,20405
37959,"Headland, AL",6017000,7325,0,0,0,121,0,229,115,6782,15,60
37972,"Hearne, TX",6623482,6971,0,0,0,128,0,2905,228,3003,620,85
37999,"Heavener, OK",6768878,3794,0,0,0,90,0,245,60,2866,364,166
38026,"Hebbronville, TX",4341806,1050,0,0,0,11,0,0,35,993,0,9
38053,"Heber, UT",33241703,15079,14,0,0,721,997,347,1266,10066,0,1664
38080,"Heber Springs, AR",12274159,5638,0,0,0,582,0,0,322,4322,0,411
38134,"Hebron, IN",3321945,2892,0,0,0,182,0,24,138,1917,0,630
38161,"Helena, MT",72891376,55333,7466,0,0,17306,0,0,2884,13521,198,13956
38172,"Helena-West Helena, AR",15837296,12394,0,0,0,2959,0,0,512,6736,19,2166
38215,"Hemet, CA",127136672,155468,12645,0,0,14612,76,37967,8034,60879,3,21249
38242,"Hempstead, TX",9701009,3113,0,0,0,48,0,86,176,2662,26,113
38269,"Henderson, NC",47357508,45866,27,0,0,2472,0,7883,2388,29818,93,3182
38296,"Henderson, TN",12240149,10321,0,0,0,394,0,351,257,8691,15,610
38323,"Henderson, TX",22975274,19670,0,0,0,1687,0,1811,1800,13348,19,1002
38350,"Henrietta, TX",3406366,2678,0,0,0,104,0,9,142,2200,106,115
38404,"Henryetta, OK",12172542,30927,0,0,0,1061,0,17171,611,10742,112,1228
38431,"Hereford, TX",16568903,23407,0,0,0,1682,0,3058,1464,12975,1336,2889
38445,"Heritage Lake, IN",6451666,5030,0,0,0,25,0,1,133,4769,0,100
38485,"Hermiston, OR",39750584,27087,14,0,1,3331,0,1361,1496,18620,33,2228
38566,"Hesston, KS",4877859,5844,0,0,0,125,0,3835,144,1448,33,256
38580,"Heyworth, IL",4274019,3656,0,0,0,80,0,13,135,3043,0,383
38593,"Hiawatha, KS",5055964,4470,0,0,0,391,0,510,334,1810,313,1108
38620,"Hibbing, MN",13775176,77763,7,0,0,2476,56833,1941,747,11646,31,4079
38647,"Hickory, NC",677451585,565275,10180,0,0,34545,45,41964,36872,413948,4225,23492
38674,"Hicksville, OH",5484987,3021,0,0,0,117,0,188,113,1979,411,211
38713,"Hidden Valley Lake, CA",9326247,2167,0,0,0,44,0,0,82,1996,0,45
38728,"Higginsville, MO",4968251,21601,12,0,0,185,235,121,158,20401,29,456
38755,"Highland, IL",27339644,19757,14,0,0,1659,0,685,3326,8607,1128,4334
38794,"Highland Oaks, TX",7672157,1393,0,0,0,25,0,11,125,1142,0,87
38809,"High Point, NC",293115401,339415,764,0,0,25358,105,44396,32727,202804,4331,28927
38823,"High Springs, FL",6166322,6985,0,0,0,54,0,72,96,6700,0,61
38863,"Hillsboro, IL",10087381,13013,14,0,0,384,0,123,283,9900,682,1624
38890,"Hillsboro, KS",2936617,2044,0,0,0,117,0,76,68,1520,0,261
38903,"Hillsboro, MO",5678426,4498,0,0,0,75,0,7,59,4258,0,96
38917,"Hillsboro, OH",10967291,15293,12,0,0,1174,0,1146,394,11696,0,868
38944,"Hillsboro, TX",16959121,32805,0,0,0,831,0,2189,1220,27148,322,1093
38971,"Hillsborough, NH",8027569,3835,7,0,0,409,0,160,229,2345,0,683
38998,"Hillsdale, MI",19491974,14001,16,0,0,2230,44,683,1104,6659,57,3204
39025,"Hilmar-Irwin, CA",5125811,4025,0,0,0,307,0,0,318,2868,0,530
39052,"Hilo, HI",63624458,110079,15665,0,2950,4558,72291,2535,6894,4230,0,954
39079,"Hilton Head Island, SC",175180967,121637,10726,0,1582,8704,619,608,17512,78446,0,3436
39133,"Hinesville, GA",81224716,61942,0,0,0,7069,83,1743,2529,48012,168,2335
39160,"Hinton, WV",3987606,3096,0,0,0,57,0,75,45,2124,482,311
39187,"Hobart, OK",4481230,2671,0,0,0,28,0,126,39,2386,3,86
39214,"Hobbs, NM",52967151,39774,0,0,0,6113,0,4727,1964,19373,40,7555
39241,"Hodgenville, KY",4953090,4372,14,0,0,202,0,0,90,3857,0,206
39268,"Hohenwald, TN",9686356,2361,0,0,0,116,0,90,97,1721,12,322
39295,"Hoisington, KS",2805848,1565,0,0,0,144,4,88,86,772,7,462
39322,"Holbrook, AZ",6218861,6009,0,0,0,370,0,0,31,4434,1115,58
39349,"Holden Beach, NC",10061808,2483,0,0,3,121,0,97,457,1592,0,211
39376,"Holdenville, OK",8456911,6319,14,0,0,478,0,239,154,4520,77,834
39403,"Holdrege, NE",5983358,6685,0,0,0,967,0,0,291,3979,133,1313
39416,"Holiday Shores, IL",3511765,1009,0,0,0,18,0,0,57,822,0,110
39430,"Holland, MI",153455965,691387,735,0,0,31784,455240,35145,26211,96427,1154,44688
39457,"Hollandale, MS",3395030,722,0,0,0,34,0,0,38,534,0,115
39511,"Hollister, CA",29618650,90736,15,0,0,950,0,3404,1771,79335,12,5245
39524,"Holloman AFB, NM",4012148,1914,0,0,0,466,0,107,336,990,0,14
39538,"Holly, MI",13264145,11722,0,0,0,1958,0,327,1210,4475,281,3468
39565,"Holly Springs, MS",11308322,10974,0,0,0,501,0,0,286,9684,179,322
39592,"Holton, KS",3793754,4273,0,0,0,304,0,285,211,2902,0,570
39619,"Holtville, CA",5700252,4471,0,0,0,584,0,979,224,2341,0,342
39646,"Homedale, ID",2857219,2258,0,0,0,142,0,57,91,1874,0,93
39673,"Homer, LA",8118990,3624,0,0,0,146,0,160,102,2974,24,216
39700,"Homerville, GA",5356938,1521,61,0,0,37,0,117,70,1149,56,27
39712,"Homesteads Addition, TX",20412047,3459,0,0,0,83,0,105,499,2414,0,355
39727,"Hominy, OK",3522211,2678,0,0,0,76,0,183,34,2242,0,141
39758,"Homosassa Springs--Beverly Hills--Citrus Springs, FL",234110617,89741,2201,0,8,2524,0,270,8471,75384,33,846
39781,"Hondo, TX",7038366,2488,0,0,0,209,0,66,225,1599,216,170
39808,"Honea Path, SC",7696982,3411,0,0,0,146,0,380,124,2468,20,270
39821,"Honeoye Falls, NY",11937896,5531,0,0,0,989,0,50,396,2677,0,1418
39835,"Honesdale, PA",10980811,13232,0,0,0,1108,0,83,629,10027,7,1376
39862,"Honokaa, HI",4035004,226,0,0,0,47,0,13,132,2,0,31
39916,"Hood River, OR--WA",27102674,17472,30,0,39,2427,0,1914,1365,9505,1010,1179
39943,"Hooks, TX",12002824,137096,0,0,0,277,0,128120,239,7872,36,550
39970,"Hoopeston, IL",5509845,5916,0,0,0,361,0,253,323,2686,724,1565
39997,"Hoosick Falls, NY",4207207,5192,0,0,0,645,0,335,393,2049,18,1750
40024,"Hope, AR",19114039,21581,16,0,0,3129,0,0,860,15981,401,1191
40078,"Hopkinsville, KY",52154501,57198,14,0,0,2847,0,1388,2634,44067,736,5508
40105,"Horicon, WI",3886000,8885,0,0,0,825,0,4922,106,2566,27,436
40132,"Hornell, NY",13628878,15432,0,0,0,3186,0,520,1222,4998,499,5004
40186,"Horse Cave, KY",8744196,17084,0,0,0,246,0,7842,122,8327,465,80
40189,"Horseshoe Bay, TX",8034472,1215,0,0,0,32,0,31,119,979,0,52
40213,"Hot Springs, AR",116186418,110603,5240,0,0,18359,0,2155,4039,72103,67,8638
40240,"Hot Springs, SD",5452844,3521,0,0,0,151,0,2,46,3078,0,241
40267,"Hot Springs Village, AR",36789318,8467,0,0,0,400,0,0,591,6416,0,1058
40294,"Houghton, MI",21669289,19007,0,0,0,2819,0,388,1214,11062,0,3522
40321,"Houghton Lake, MI",23061430,11740,0,0,0,378,0,31,554,9833,0,940
40348,"Houlton, ME",4724141,6627,0,0,0,809,0,1,160,4457,0,1198
40375,"Houma, LA",236658288,317384,14955,0,653,15379,7559,106959,9187,151361,165,11163
40402,"Houston, MS",6863414,3308,0,0,0,64,0,0,157,3007,9,70
40429,"Houston, TX",4302687622,19064598,268396,0,420605,539894,5200847,4524038,791305,6558139,39311,722059
40456,"Houtzdale, PA",4128692,2298,0,0,0,329,0,67,72,1348,0,479
40537,"Hudson, NY",14652023,14611,0,0,7,3229,0,79,922,6463,45,3863
40547,"Hudson, WI--MN",36561992,62587,13,0,0,2029,0,613,3531,51548,167,4684
40564,"Hugo, OK",8454284,10838,0,0,0,1263,0,944,203,7757,24,644
40591,"Hugoton, KS",4269739,1753,0,0,0,282,5,6,147,840,6,464
40618,"Humboldt, IA",8001404,12956,873,0,0,451,0,3054,537,7276,0,762
40645,"Humboldt, TN",15491179,16468,0,0,0,644,0,5800,924,7389,164,1545
40672,"Huntingburg, IN",6835355,11873,0,0,0,701,0,2159,1584,6033,471,921
40699,"Huntingdon, PA",10698790,21672,0,0,0,1615,0,11135,1055,4581,676,2608
40726,"Huntington, IN",28154871,43282,0,0,0,2898,0,2903,3001,26820,2086,5571
40753,"Huntington, WV--KY--OH",337611935,1813829,10086,0,5822,66963,43353,1335827,17481,267109,16173,51010
40780,"Huntsville, AL",543174070,809718,23696,0,0,61652,0,235206,39451,428158,1445,20107
40807,"Huntsville, TX",43921673,66474,2752,0,0,3355,0,734,1502,56325,6,1796
40834,"Huron, CA",3797592,256804,0,0,0,166,0,255775,213,364,3,279
40861,"Huron, SD",18628731,62850,3366,0,0,7232,0,41737,922,5852,46,3692
40888,"Hurricane, UT",26987982,29579,3265,0,0,466,0,550,845,23578,0,872
40915,"Hutchinson, KS",55944642,80933,0,0,0,8505,0,27317,2958,24028,2739,15382
40942,"Hutchinson, MN",17108348,41350,0,0,0,2780,1932,16299,1476,14050,0,4810
40955,"Huxley, IA",6564149,4779,0,0,0,22,0,24,143,4453,31,105
40969,"Idabel, OK",11522945,19469,14,0,0,1192,0,7310,1045,9095,17,793
40996,"Idaho Falls, ID",115428823,154777,9064,0,0,20502,0,8469,7948,89623,1093,18075
41023,"Ilion--Herkimer, NY",29204464,40148,0,0,6,4681,0,212,1496,21848,1389,10512
41050,"Imlay City, MI",6742345,10987,0,0,0,992,0,2778,674,4233,283,2024
41077,"Immokalee, FL",22899753,15125,0,0,0,621,0,18,2611,11826,0,47
41100,"Incline Village, NV--CA",30964353,28035,0,0,0,4156,110,617,2484,14503,0,6162
41131,"Independence, IA",6671375,9091,0,0,0,520,0,788,211,6783,22,764
41158,"Independence, KS",14751025,12147,0,0,0,1213,0,1043,550,5930,548,2860
41185,"Indiana, PA",30569318,48441,12,0,0,6781,4019,6040,1594,20117,10,9864
41212,"Indianapolis, IN",1828115429,5244817,58569,0,0,381729,1070014,359399,316996,2600963,31596,425548
41239,"Indianola, IA",21496036,20043,20,0,0,4407,70,1403,1168,8140,0,4833
41266,"Indianola, MS",12484402,9337,0,0,0,967,0,0,294,6803,0,1271
41293,"Indianola, WA",25857199,7548,0,0,103,310,0,0,708,5449,0,976
41320,"Indiantown, FL",7005131,4105,0,0,10,202,0,35,201,3603,41,11
41347,"Indio--Cathedral City, CA",372635783,510102,24471,0,0,67295,166,8295,32642,307831,11875,57524
41360,"Ingleside--Aransas Pass, TX",35300430,458992,144,0,621,1361,381566,61183,1804,11067,23,1218
41374,"Interlachen, FL",27959207,12484,0,0,0,81,0,53,276,11881,0,191
41401,"International Falls, MN",17784310,72816,3096,0,0,1275,27078,32095,708,6639,47,1876
41482,"Iola, KS",7890895,5452,0,0,0,309,0,252,254,3479,0,1156
41509,"Ione, CA",6539653,7214,0,0,0,1249,0,119,107,5720,0,18
41536,"Ionia, MI",18553126,16722,0,0,0,1286,0,5310,994,5892,10,3227
41563,"Iowa, LA",8512371,10895,0,0,0,196,0,941,176,8955,439,185
41590,"Iowa City, IA",116983525,230749,4100,0,0,44318,50566,22403,12269,62173,152,34765
41617,"Iowa Falls, IA",8575953,158189,0,0,0,355,0,150068,165,6608,120,870
41644,"Iowa Park, TX",7514278,10384,0,0,0,491,0,3636,685,3899,721,951
41671,"Iron Mountain--Kingsford, MI--WI",46396354,34264,1287,0,0,5264,0,4415,2201,13631,248,7216
41698,"Iron River, MI",5242716,3675,0,0,0,416,0,56,136,2366,0,700
41725,"Ironton, MO",5606285,4358,0,0,0,90,0,3,117,4053,22,70
41752,"Ironwood, MI--WI",13635295,12558,0,0,0,1345,0,251,503,7870,0,2587
41779,"Irrigon, OR",4457306,2255,0,0,0,16,0,2,20,2172,0,44
41806,"Irvine, KY",4798105,3232,0,0,2,138,0,0,52,2727,159,152
41833,"Ishpeming, MI",16752706,17525,0,0,0,1970,0,220,499,10673,75,4086
41914,"Ithaca, NY",63621686,128383,12932,0,0,26762,15155,5019,4937,44256,44,19275
41941,"Itta Bena, MS",4242531,1349,0,0,0,85,0,0,83,780,0,400
41995,"Jacksboro, TX",5669753,2273,0,0,0,165,0,44,325,1485,0,252
42022,"Jackson, AL",7397575,7561,0,0,0,168,0,3010,175,3922,27,257
42049,"Jackson, CA",13331301,34306,15,0,0,310,0,2586,77,31165,0,151
42076,"Jackson, GA",12092613,6255,0,0,0,603,0,338,284,4216,434,378
42103,"Jackson, KY",5599960,3308,0,0,0,193,0,0,88,2806,90,129
42157,"Jackson, MI",149575301,339849,16,0,0,25042,143407,9418,11902,112208,313,37540
42184,"Jackson, MN",6683569,5284,7,0,0,512,0,1696,243,2364,3,456
42211,"Jackson, MS",627954478,1322391,43226,0,0,68956,248756,2260,44894,858677,2749,52869
42265,"Jackson, TN",132386179,216838,3121,0,0,11167,0,31683,8988,146407,67,15403
42319,"Jackson, WY",10553846,12576,16,0,0,2271,0,0,1126,8871,0,291
42346,"Jacksonville, FL",1376054951,3589260,29322,0,118515,126614,1249313,135255,167207,1737568,9633,15830
42373,"Jacksonville, IL",30149868,51023,14,0,0,11153,0,5641,2448,19718,2389,9657
42400,"Jacksonville, NC",185063416,187783,28,0,0,21088,123,31883,5681,126111,1,2864
42427,"Jacksonville, TX",25220270,23806,0,0,0,1492,0,4716,1368,14800,318,1109
42439,"Jackson--Wellston, OH",16481592,26812,25,0,0,1646,90,2427,453,19771,45,2350
42454,"Jaffrey, NH",6250985,3395,0,0,0,202,0,222,183,2379,0,408
42481,"Jamestown, NY",49243536,107250,27,0,204,11748,32415,5767,4752,28160,130,24042
42508,"Jamestown, ND",25564036,34163,5833,0,0,4699,0,2852,1585,12271,479,6441
42535,"Jamestown, OH",5112732,3771,0,0,0,288,0,50,153,2626,0,652
42562,"Janesville, WI",79672216,145581,13,0,0,15624,0,11817,7470,82038,1720,26897
42616,"Jasper, AL",51215815,32652,0,0,0,2225,0,3110,2154,24091,199,869
42643,"Jasper, FL",5856584,10669,13,0,0,135,0,95,160,10141,21,101
42670,"Jasper, GA",22776419,10446,513,0,0,558,0,237,643,7956,19,517
42697,"Jasper, IN",28750069,60332,12,0,0,3728,0,30895,2374,20321,71,2928
42724,"Jasper, TN",8051163,3181,0,0,0,44,0,143,54,2889,0,50
42751,"Jasper, TX",23004061,15980,0,0,0,1296,0,425,571,13207,20,459
42778,"Jayuya, PR",25872856,0,0,0,0,0,0,0,0,0,0,0
42805,"Jeanerette, LA",9540690,23562,0,0,0,339,0,19363,368,2602,272,615
42832,"Jean Lafitte, LA",4870659,1669,0,0,58,19,0,285,50,1187,0,68
42849,"Jefferson, GA",35923616,6018,0,0,0,379,0,322,818,4172,29,296
42859,"Jefferson, IA",6288286,8965,0,0,0,711,0,63,179,6826,396,786
42870,"Jefferson, NC",14311423,7320,0,0,0,263,0,435,232,6210,0,178
42913,"Jefferson, OH",5558378,4989,0,0,0,327,0,1402,307,2396,5,549
42967,"Jefferson City, MO",103668667,94081,12,0,0,13323,255,6544,6202,55314,3333,9094
42978,"Jefferson Township North, NJ",31369477,8997,0,0,0,973,0,40,569,3430,10,3972
42994,"Jena, LA",11494612,3268,0,0,0,111,0,197,141,2620,0,198
43021,"Jennings, LA",18388508,32131,13105,0,0,1088,0,2648,917,13158,218,994
43048,"Jerome, ID",11436672,13668,17,0,0,1273,0,991,506,9645,24,1209
43064,"Jersey Shore, PA",18112012,17840,0,0,0,1068,0,498,541,12944,62,2725
43075,"Jerseyville, IL",13719546,19792,14,0,0,597,0,153,741,15977,83,2224
43102,"Jesup, GA",27779694,12668,3,0,0,943,0,2383,426,7992,202,715
43115,"Jewett City, CT",20957024,16261,0,0,0,1922,0,240,825,8905,125,4241
43129,"Jim Thorpe, PA",6895108,4011,0,0,0,95,0,297,47,3268,12,289
